"","PubmedID","Title","Abstract","Journal","Volume","Issue"
"66","29414326","Ex vivo analysis of serum chemerin activity in murine models of obesity.","OBJECTIVES: Chemerin is an adipokine with established roles in inflammation, adipogenesis and the regulation of glucose and lipid homeostasis. Extracellular proteolytic processing of chemerin generates a spectrum of isoforms that differ significantly with respect to the ability to activate the cognate receptors chemokine-like receptor 1 (CMKLR1) and G-protein-coupled receptor 1 (GPR1). Increased total serum chemerin has been widely reported in obese humans as well as in preclinical rodent models of adiposity. However, very little information is available regarding the correspondence, if any, of changes in total serum chemerin protein with chemerin bioactivity.METHODS: Total serum chemerin and ex vivo CMKLR1 and GPR1 activation was compared using two widely used murine obesity models: high fat diet feeding (HFD) and leptin deficiency (ob/ob).RESULTS: Total serum chemerin levels and ex vivo CMKLR1 and GPR1 activation were significantly induced in HFD. The bioactivity ratio (bioactive chemerin/total chemerin) was also increased when measured with CMKLR1, but not GPR1. In contrast, while ob/ob mice exhibited increased total serum chemerin protein, ex vivo receptor activation was observed with GPR1, but not CMKLR1. There was no change in bioactivity ratio for either receptor. Of note, GPR1 but not CMKLR1 bioactivity positively correlated with adipose tissue inflammation.CONCLUSIONS: While increased total serum chemerin is a consistent finding among rodent obesity models, this may not accurately reflect changes in chemerin bioactivity which is the major determinant of biological effects.","Cytokine","104",NA
"67","29413814","Interferon induced Mx protein from Indian snow trout Schizothorax richardsonii (Gray) lacks critical functional features unlike its mammalian homologues.","Viral attack within host cells triggers the production of type I interferons and leads to the induction of interferon stimulated genes (ISGs). One of the ISG Mx, encodes type I interferon inducible GTPase that is responsible for the establishment of an anti-viral state within cells. Intriguingly, several isoforms of Mx have been reported in fish, but the structural analysis of fish Mx proteins remains unexplored. For the first time, we have identified and unraveled the molecular structure of Mx protein from Indian snow trout, Schizothorax richardsonii (Gray) a Coldwater fish that inhabits the water bodies in the sub-Himalayan region. The snow trout Mx coding region consists of 2518 nucleotides with an open reading frame (ORF) of 1854 nucleotides. It codes for a polypeptide of 617 amino acids with a predicted molecular weight of 70<U+202F>kDa. In silico analysis of snow trout Mx protein revealed signature of dynamin family (LPRGTGIVTR) along with a tripartite GTP-binding domain (GDQSSGKS, DLPG, and TKPD). Homology modelling established that the Mx protein is an elongated structure with a G domain, bundle signaling element (BSE) and a GTPase effector domain (GED). Moreover, the GED of Mx contains two highly conserved leucine zippers at the COOH-terminal of the protein suggesting its structural similarity with human homologues. However, snow trout Mx lacks the essential features of its mammalian homologues questioning its functional characteristics. Further, a ligand binding site in the said protein has also been predicted adjacent to the GTPase switch within the G domain.","Computational biology and chemistry","73",NA
"68","29412824","Ghrelin regulation of glucose metabolism.","The a 28-amino acid peptide ghrelin was discovered in 1999 as a growth hormone (GH) releasing peptide. Soon after its discovery, ghrelin was found to increase body weight and adiposity by acting on the hypothalamic melanocortinergic system. Subsequently, ghrelin was found to exert a series of metabolic effects, overall testifying ghrelin a pleiotropic nature of broad pharmacological interest. Ghrelin acts through the growth hormone secretagogue-receptor (GHS-R), a seven transmembrane G protein-coupled receptor with high expression in the anterior pituitary, pancreatic islets, thyroid gland, heart and various regions of the brain. Among ghrelins numerous metabolic effects are the most prominent the stimulation of appetite via activation of orexigenic hypothalamic neurocircuits and the food-intake independent stimulation of lipogenesis, which both together lead to an increase in body weight and adiposity. Ghrelin effects beyond the regulation of appetite and GH secretion include the regulation of gut motility, sleep-wake rhythm, taste sensation, reward seeking behaviour, and the regulation of glucose metabolism. The latter received recently increasing recognition because pharmacological inhibition of ghrelin signaling might be of therapeutic value to improve insuin resistance and type 2 diabetes. In this review we highlight the multifaceted nature of ghrelin and summarize its glucoregulatory action and discuss the pharmacological value of ghrelin pathway inhibition for the treatment of glucose intolerance and type 2 diabetes.","Peptides","100",NA
"69","29412765","Nomad Biosensors: A New Multiplexed Technology for the Screening of GPCR Ligands.","","SLAS technology",NA,NA
"70","29412458","Oliceridine (TRV130), a Novel G Protein-Biased Ligand at the µ-Opioid Receptor, Demonstrates a Predictable Relationship Between Plasma Concentrations and Pain Relief. I: Development of a Pharmacokinetic/Pharmacodynamic Model.","","Journal of clinical pharmacology",NA,NA
"71","29412178","Cysteinyl leukotriene receptor 1 regulates glucose-stimulated insulin secretion (GSIS).","Insulin resistance is an important pathological hallmark of type 2 diabetes mellitus. Glucose-stimulated insulin secretion (GSIS) plays a key role in maintaining blood glucose levels within normal range. Impaired GSIS has been associated with type 2 diabetes, however, the underlying molecular mechanisms remain largely unknown. Cysteinyl leukotriene receptor 1 (cysLT1R) is an important G protein-coupled receptor mediating the biological functions of cysteinyl leukotrienes (cys-LTs). Little is known about the effects of cysLT1R in insulin secretion and pathogenesis of T2DM. In the present study, we aimed to define the physiological functions of cysLT1R in GSIS in MIN6 ß-cells. Using reverse transcription polymerase chain reaction (RT-PCR) and western blot analysis, we found that cysLT1R was expressed in pancreatic MIN6 ß-cells. We also reported that glucose increased the expression of cysLT1R in MIN6 cells. Additionally, the cysLT1R antagonist montelukast promoted GSIS in a dose dependent manner, however, the cysLT1R agonist LD4 inhibited GSIS, suggesting an antagonistic effect of cysLT1R on GSIS. Silencing of cysLT1R by transfection with cysLT1R siRNA enhanced GSIS while overexpression of cysLT1R reduced GSIS in pancreatic MIN6 ß-cells. Mechanistically, we found that the Arf6/Cdc42/Rac1 pathway was involved in this process. Collectively, our findings highlight the essential role of cysLT1R in suppressing pancreatic insulin secretion, and potentially provided a new insight into understanding the mechanical regulation of glucose homeostasis.","Cellular signalling",NA,NA
"72","29412102","Cloning, expression, purification and characterization of oligomeric states of the native 5HT2A G-Protein-Coupled Receptor.","The serotonin 5HT2A G-protein coupled receptor (GPCR) is involved in a plethora of neuromodulatory functions and its dysregulation is linked to psychiatric disorders. However, there is insufficient, direct structural evidence of the structure, dynamics and the mechanism of function of this receptor. Cholesterol plays an important role in the function of many GPCRs and reduced cholesterol levels may be linked to serotonergic pathway disruptions. But cholesterol's effect on the structure, especially the oligomeric states of the 5HT2A receptor is not well understood. Structural studies on most GPCRs typically require the substitution of the dynamic intracellular loop 3 along with other mutations and truncations for stability and hence, structural characterization of native receptor sequence is relatively rare. Here we have cloned, over-expressed and purified native sequence of rat serotonin 5HT2A GPCR using baculoviral expression system. Subsequently, we used cryo-electron microscopy to show that the 5HT2A GPCR forms a dimer in presence of cholesterol but converts to a monomer when cholesterol is depleted. Since dimer formation is necessary for signaling by 5HT2A receptors, our results also indicate the importance of cholesterol in serotonin 5HT2A receptor's function.","Protein and peptide letters",NA,NA
"73","29411774","GPR43 mediates microbiota metabolite SCFA regulation of antimicrobial peptide expression in intestinal epithelial cells via activation of mTOR and STAT3.","","Mucosal immunology",NA,NA
"74","29411438","A rapid fluorogenic GPCR - ß-arrestin interaction assay.","Detection of protein-protein interactions involved in signal transduction in live cells and organisms has a variety of important applications. We report a fluorogenic assay for G protein-coupled receptor (GPCR) - ß-arrestin interaction that is genetically encoded, generalizes to multiple GPCRs and features high signal-to-noise because fluorescence is absent until its components interact upon GPCR activation. Fluorescence after protease-activated receptor-1 activation developed in minutes and required specific serine-threonine residues in the receptor carboxyl tail, consistent with a classical G protein-coupled receptor kinase dependent ß-arrestin recruitment mechanism. This assay provides a useful complement to other in vivo assays of GPCR activation. This article is protected by copyright. All rights reserved.","Protein science : a publication of the Protein Society",NA,NA
"75","29410984","The role of water molecules in phototransduction of retinal proteins and G protein-coupled receptors.","G protein coupled receptors (GPCRs) are a key family of membrane proteins in all eukaryotes and also very important drug targets for medical intervention. The extensively studied visual pigment rhodopsin is a prime example of a family A GPCR. Its chromophore ligand retinal is covalently linked to a lysine in helix seven forming a protonated Schiff base. Interestingly, this is the same situation in other-non-GPCR-retinal proteins, like the prototype light-driven microbial proton pump bacteriorhodopsin, albeit there is no (or only a very remote) phylogenetical link. Close to the retinal ligand, several water molecules help to organise a functionally important hydrogen bond network that undergoes significant changes during photo-activation. Such water-mediated networks are also critical for ligand binding of other GPCRs and they are becoming increasingly important in drug discovery. GPCRs also contain a partially conserved water mediated hydrogen bond network that stabilises the ground state of the receptor, and rearrangement of this network leads to the stabilization of the active state. Some water molecules have a specific role in this process to appropriately orient specific residues relative to the Schiff base, and to modulate the fine structure of the transmembrane bundle, particularly near the intracellular G protein binding site. While the atomic details of these mechanisms are still missing, the recent developments in free electron lasers (FELs) are enabling us to begin to observe the changes in waters and relevant side chains shortly after photo activation at an unprecedented level of spatial and temporal resolution.","Faraday discussions",NA,NA
"76","29410614","Farnesylation of the Transducin G Protein Gamma Subunit Is a Prerequisite for Its Ciliary Targeting in Rod Photoreceptors.","","Frontiers in molecular neuroscience","11",NA
"77","29410320","A possible new target in lung-cancer cells: The orphan receptor, bombesin receptor subtype-3.","Human bombesin receptors, GRPR and NMBR, are two of the most frequently overexpressed G-protein-coupled-receptors by lung-cancers. Recently, GRPR/NMBR are receiving considerable attention because they act as growth factor receptors often in an autocrine manner in different lung-cancers, affect tumor angiogenesis, their inhibition increases the cytotoxic potency of tyrosine-kinase inhibitors reducing lung-cancer cellular resistance/survival and their overexpression can be used for sensitive tumor localization as well as to target cytotoxic agents to the cancer. The orphan BRS-3-receptor, because of homology is classified as a bombesin receptor but has received little attention, despite the fact that it is also reported in a number of studies in lung-cancer cells and has growth effects in these cells. To address its potential importance, in this study, we examined the frequency/relative quantitative expression of human BRS-3 compared to GRPR/NMBR and the effects of its activation on cell-signaling/growth in 13 different human lung-cancer cell-lines. Our results showed that BRS-3 receptor is expressed in 92% of the cell-lines and that it is functional in these cells, because its activation stimulates phospholipase-C with breakdown of phosphoinositides and changes in cytosolic calcium, stimulates ERK/MAPK and stimulates cell growth by EGFR transactivation in some, but not all, the lung-cancer cell-lines. These results suggest that human BRS-3, similar to GRPR/NMBR, is frequently ectopically-expressed by lung-cancer cells in which, it is functional, affecting cell signaling/growth. These results suggest that similar to GRPR/NMBR, BRS-3 should receive increased attention as possible approach for the development of novel treatments and/or diagnosis in lung-cancer.","Peptides","101",NA
"78","29410275","The comprehensive expression analysis of the G protein-coupled receptor from Penaeus monodon indicating it participates in innate immunity and anti-ammonia nitrogen stress.","The G protein-coupled receptors (GPCRs) composed a superfamily that played an important role in physiological processes of crustaceans, with multiple functions such as growth and development, acting as a defense against stimulations from external factors. In this paper, one kind of GPCRs were identified from Penaeus monodon, called PmGPCR, included an open reading frame (ORF) of 1113 bp. Bioinformatic analysis showed that PmGPCR protein had the typical structure of seven transmembrane domains (7TM), especially the special Asp-Arg-Try motif (DRY motif) between the third transmembrane structures (TM3) and the second intracellular loops (IL-2) which can prove that PmGPCR belongs to the rhodopsin-like family. The analyses of phylogenetic tree indicated that the amino acid sequence of PmGPCR should be merged into Procambarus clarkiic with high identity (98%). Quantitative real-time PCR (q RT-PCR) revealed that PmGPCR mRNA was highly expressed in hepatopancreas, abdominal ganglia and lymph, in which it was significantly higher than that of other tissues (P<U+202F>&lt;<U+202F>0.05). In addition, the expression of PmGPCR was analyzed during three days post-stimulation with the gram-positive/negative bacteria, the mRNA expression level increased after challenged with gram - positive bacteria in hepatopancreas, lymph and intestines. During the development stages, PmGPCR showed significantly higher expression in nauplius, zoea III, mysis III and post larvae stages than that in other development stages. Meanwhile, the highest transcripts expression of PmGPCR in abdominal ganglia, hepatopancreas, lymph and intestines respectively appeared at D0, D1, D2 and D3/D4 stages of molting. High or low concentration of ammonia nitrogen up-regulated the expression level of PmGPCR at the initial stage in hepatopancreas and gill, and then down-regulated at 48<U+202F>h. These results indicated PmGPCR may mediate the pathways that involved in growth and development process, survival in the adversity, in addition, provided the useful data to research GPCR-mediated physiological and biological process and explain the mechanisms to defense pathogens and anti-stress in shrimp.","Fish &amp; shellfish immunology",NA,NA
"79","29409902","Predicting ligand binding poses for low-resolution membrane protein models: Perspectives from multiscale simulations.","Membrane receptors constitute major targets for pharmaceutical intervention. Drug design efforts rely on the identification of ligand binding poses. However, the limited experimental structural information available may make this extremely challenging, especially when only low-resolution homology models are accessible. In these cases, the predictions may be improved by molecular dynamics simulation approaches. Here we review recent developments of multiscale, hybrid molecular mechanics/coarse grained (MM/CG) methods applied to membrane proteins. In particular, we focus on our in-house MM/CG approach. This is especially tailored for G-protein coupled receptors, the largest membrane receptor family in humans. We show that our MM/CG approach is able to capture the atomic details of the receptor/ligand binding interactions, while keeping a low computational cost by representing the protein frame and the membrane environment in a highly simplified manner. We close this review by discussing ongoing improvements and challenges of the current implementation of our MM/CG code.","Biochemical and biophysical research communications",NA,NA
"80","29409317","Intracellular GPCRs play key roles in synaptic plasticity.","The trillions of synaptic connections within the human brain are shaped by experience and neuronal activity both of which underlie synaptic plasticity and ultimately learning and memory. G protein-coupled receptors (GPCRs) play key roles in synaptic plasticity by strengthening or weakening synapses and/or shaping dendritic spines. While most studies of synaptic plasticity have focused on cell surface receptors and their downstream signaling partners, emerging data point to a critical new role for the very same receptors to signal from inside the cell. Intracellular receptors have been localized to nuclear, endoplasmic reticulum, lysosomes and mitochondria. From these intracellular positions, such receptors may couple to different signaling systems, display unique desensitization patterns and/or exhibit distinct patterns of subcellular distribution. Intracellular GPCRs can be activated at the cell surface, endocytosed and transported to an intracellular site or simply activated in situ by de novo ligand synthesis, diffusion of permeable ligands or active transport of nonpermeable ligands. Current <U+FB01>ndings reinforce the notion that intracellular GPCRs play a dynamic role in synaptic plasticity and learning and memory. As new intracellular GPCR roles are de<U+FB01>ned, the need to selectively tailor agonists and/or antagonists to both intracellular and cell surface receptors may lead to the development of more effective therapeutic tools.","ACS chemical neuroscience",NA,NA
"81","29408822","Identifying Signalling Pathways Regulated by GPRC5B in ß-Cells by CRISPR-Cas9-Mediated Genome Editing.","AIMS: CRISPR-Cas9, a RNA-guided targeted genome editing tool, has revolutionized genetic engineering by offering the ability to precisely modify DNA. GPRC5B is an orphan receptor belonging to the group C family of G protein-coupled receptors (GPCRs). In this study, we analysed the functional roles of the Gprc5b receptor in MIN6 ß-cells using CRISPR-Cas9 and transient over-expression of Gprc5b.METHODS: The optimal transfection reagent for use in MIN6 ß-cells was determined by analysing efficiency of GFP plasmid delivery by cell sorting. A MIN6 ß-cell line in which Gprc5b expression was knocked down (Gprc5b KD) was generated using CRISPR-Cas9 technology. Gprc5b receptor mRNA expression, proliferation, apoptosis, Cignal 45-Pathway Reporter Array signalling and western blot assays were carried out using Gpcr5b KD MIN6 ß-cells that had been transiently transfected with different concentrations of mouse Gprc5b plasmid to over-express Gprc5b.RESULTS: JetPRIME® was the best candidate for MIN6 ß-cell transfection, providing approximately 30% transfection efficiency. CRISPR-Cas9 technology targeting Gprc5b led to stable knock-down of this receptor in MIN6 ß-cells and its re-expression induced proliferation and potentiated cytokine- and palmitate-induced apoptosis. The Cignal 45 Reporter analysis indicated Gprc5b-dependent regulation of apoptotic and proliferative pathways, and western blotting confirmed activation of signalling via TGF-ß and IFN<U+03B3>.CONCLUSION: This study provides evidence of CRISPR-Cas9 technology being used to down-regulate Gprc5b expression in MIN6 ß-cells. This strategy allowed us to identify signalling pathways linking GPRC5B receptor expression to ß-cell proliferation and apoptosis.","Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology","45","2"
"82","29408502","GPR182 is a novel marker for sinusoidal endothelial differentiation with distinct GPCR signaling activity in vitro.","Endothelial cells (EC) along the vascular tree exhibit organ-specific angiodiversity. Compared to most other ECs, liver sinusoidal endothelial cells (LSEC) that constitute the organ-specific microvasculature of the liver are morphologically and functionally unique. Previously, we showed that transcription factor Gata4 acts as a master regulator controlling LSEC differentiation. Upon analysis of the molecular signature of LSEC, we identified GPR182 as a potential LSEC-specific orphan G-protein coupled receptor (GPCR). Here, we demonstrate that GPR182 is expressed by LSEC and by EC with sinusoidal differentiation in spleen, lymph node and bone marrow in healthy human tissues. In a tissue microarray analysis of human hepatocellular carcinoma (HCC) samples, endothelial GPR182 expression was significantly reduced in tumor samples compared to peritumoral liver tissue samples (p<U+202F>=<U+202F>0.0105). Loss of endothelial GPR182 expression was also seen in fibrotic and cirrhotic liver tissues. In vitro, GPR182 differentially regulated canonical GPCR signaling pathways as shown using reporter luciferase assays in HEK293T cells. Whereas ERK and RhoA signaling were inhibited, CREB and Calcium signaling were activated by ectopic GPR182 overexpression. Our data demonstrate that GPR182 is an endothelial subtype-specific marker for human sinusoidal EC of the liver, spleen, lymph node and bone marrow. In addition, we provide evidence for GPR182-dependent downstream signaling via ERK and SRF pathways that may be involved in regulating endothelial subtype-specific sinusoidal differentiation and sinusoidal functions such as permeability.","Biochemical and biophysical research communications",NA,NA
"83","29408043","Selectively targeting prostanoid E (EP) receptor-mediated cell signalling pathways: Implications for lung health and disease.","","Pulmonary pharmacology &amp; therapeutics",NA,NA
"84","29407948","Rational design, chemical synthesis and biological evaluation of novel biguanides exploring species-specificity responsiveness of TAAR1 agonists.","The design of novel chemical classes acting towards several G-protein-coupled receptors (GPCRs) represents a leading strategy in drug discovery, aimed at deriving effective and safe candidates for further assessment. During the last years, TAAR1 arose as a promising druggable target in medicinal chemistry, being of interest in the treatment of several pathologies, such as neuropsychiatric disorders, type 2 diabetes and obesity. Nevertheless, the limited number of known potent and selective ligands and the species-specificity responsiveness exhibited by those derivatives nowadays available make the discovery of novel compounds a challenging task. Herein, we discuss the development of two quantitative-structure activity relationship (QSAR) models around the agonism ability experienced by different chemo-types toward murine and human TAAR1 (m/hTAAR1) with the aim at deciphering some clues involved in their species-specificity responsiveness. Qualitatively, these information were evaluated guiding for the synthesis of novel ligands, which proved to feature selective agonism ability with respect to the mTAAR1 and hTAAR1 orthologues.","European journal of medicinal chemistry","146",NA
"85","29407765","Role of membrane cholesterol in differential sensitivity of muscarinic receptor subtypes to persistently bound xanomeline.","","Neuropharmacology","133",NA
"86","29407764",NA,"","Neuropharmacology","133",NA
"87","29407590","Alkyl indole-based cannabinoid type 2 receptor tools: Exploration of linker and fluorophore attachment.","","European journal of medicinal chemistry","145",NA
"88","29407371","G-protein coupled receptors Mc4r and Drd1a can serve as surrogate odorant receptors in mouse olfactory sensory neurons.","In the mouse, most mature olfactory sensory neurons (OSNs) express one allele of one gene from the repertoire of ~1100 odorant receptor (OR) genes, which encode G-protein coupled receptors (GPCRs). Axons of OSNs that express a given OR coalesce into homogeneous glomeruli, which reside at conserved positions in the olfactory bulb. ORs are intimately involved in ensuring the expression of one OR per OSN and the coalescence of OSN axons into glomeruli. But the mechanisms whereby ORs accomplish these diverse functions remain poorly understood. An experimental approach that has been informative is to substitute an OR genetically with another GPCR that is normally not expressed in OSNs, in order to determine in which aspects this GPCR can serve as surrogate OR in mouse OSNs. Thus far only the ß2-adrenergic receptor (ß2AR, Ardb2) has been shown to be able to serve as surrogate OR in OSNs; the ß2AR could substitute for the M71 OR in all aspects examined. Can other non-olfactory GPCRs function equally well as surrogate ORs in OSNs? Here, we have generated and characterized two novel gene-targeted mouse strains in which the mouse melanocortin 4 receptor (Mc4r) or the mouse dopamine receptor D1 (Drd1a) is coexpressed with tauGFP in OSNs that express the OR locus M71. These alleles and strains are abbreviated as Mc4r<U+202F><U+2192><U+202F>M71-GFP and Drd1a<U+202F><U+2192><U+202F>M71-GFP. We detected strong Mc4r or Drd1a immunoreactivity in axons and dendritic knobs and cilia of OSNs that express Mc4r or Drd1a from the M71 locus. These OSNs responded physiologically to cognate agonists for Mc4r (Ro27-3225) or Drd1a (SKF81297), and not to the M71 ligand acetophenone. Axons of OSNs expressing Mc4r<U+202F><U+2192><U+202F>M71-GFP coalesced into glomeruli. Axons of OSNs expressing Drd1a<U+202F><U+2192><U+202F>M71-GFP converged onto restricted areas of the olfactory bulb but did not coalesce into glomeruli. Thus, OR functions in OSNs can be substituted by Mc4r or Drd1a, but not as well as by ß2AR. We attribute the weak performance of Drd1a as surrogate OR to poor OSN maturation.","Molecular and cellular neurosciences","88",NA
"89","29405531","Universality of Sodium Ion Binding Mechanism in Class A G-Protein-Coupled Receptors.","The allosteric modulation of GPCRs by sodium (Na+) ions has drawn significant attention due to the availability of crystal structures of several receptors showing Na+ ions bound to the inactive conformations at the conserved Asp2.50. To date, structures from 24 families of GPCRs have been determined, though mechanistic insights into Na+ binding to the allosteric site are limited. We performed 100's of µs long simulations of 15 GPCRs and elucidated their Na+ binding mechanism. In class A GPCRs, Na+ ion binds to the conserved residue 2.50 whereas in class B, it binds at 3.43b, 6.53b and 7.49b. Using Markov state models, we obtained the free energy profiles and kinetics of Na+ binding to allosteric site, which shows a conserved mechanism of Na+ binding for GPCRs and reveals the residues that act as major barriers for ion diffusion. Furthermore, we also show that the Na+ ion could bind GPCRs from the intracellular side receptors with allosteric site inaccessible from extracellular side.","Angewandte Chemie (International ed. in English)",NA,NA
"90","29405118","R-spondins can potentiate WNT signaling without LGRs.","The WNT signaling pathway regulates patterning and morphogenesis during development and promotes tissue renewal and regeneration in adults. The R-spondin (RSPO) family of four secreted proteins, RSPO1-4, amplifies target cell sensitivity to WNT ligands by increasing WNT receptor levels. Leucine-rich repeat-containing G-protein coupled receptors (LGRs) 4-6 are considered obligate high-affinity receptors for RSPOs. We discovered that RSPO2 and RSPO3, but not RSPO1 or RSPO4, can potentiate WNT/ß-catenin signaling in the absence of all three LGRs. By mapping the domains on RSPO3 that are necessary and sufficient for this activity, we show that the requirement for LGRs is dictated by the interaction between RSPOs and the ZNRF3/RNF43 E3 ubiquitin ligases and that LGR-independent signaling depends on heparan sulfate proteoglycans (HSPGs). We propose that RSPOs can potentiate WNT signals through distinct mechanisms that differ in their use of either LGRs or HSPGs, with implications for understanding their biological functions.","eLife","7",NA
"91","29405079","Differential effects of some novel synthetic oestrogen analogs on oxidative PC12 cell death caused by serum deprivation.","Oestrogens with no or reduced oestrogen receptor (ER) binding properties are reported to have neuroprotective functions. However, we have previously shown that the hormonally inactive isomer of 17ß-estradiol (17ß-E), 17a-estradiol (17a-E), down-regulates glutathione (GSH) synthesis, and fails to rescue serum deprivation-induced cell death in the rat pheochromocytoma cell line PC12 in micromolar concentration. The present study examined cellular protective effects of new 17ß-E analogs and 2-methoxyestradiol (2-ME) analogs with no or little oestrogen activity. 17ß-E, 17a-E, 2-ME, and an antagonist of the G protein-coupled oestrogen receptor (GPER), G36, were also included. Both 17a-E and 2-ME protected against deprivation-induced cell death in PC12 cells at 1<U+2009>nM, but they enhanced the deprivation-induced cell death accompanied by caspase 3 activity and decreased intracellular GSH levels during deprivation at 10<U+2009>µM. In addition, 10<U+2009>µM 17a-E activated the p38 mitogen activated protein kinase pathway, which was linked to the enhanced death and reduced GSH levels. Analogs of 2-ME modified with a 6-isoquinoline moiety (6iq) protected against deprivation-induced cell death at 1<U+2009>nM and did not interfere with the GSH levels nor increase p38 protein levels at 10<U+2009>µM. The promoter activity of the catalytic subunit of the rate-limiting enzyme, glutamate cysteine ligase (GCLC) in GSH synthesis as well as protein levels of GCLC and Nrf2, increased with the 2-ME analogs at 10<U+2009>µM. In conclusion, the steroids have differential protective effects, and modifying 2-ME may give the steroid more favourable properties than 17a-E, 2-ME, and G36 in regard to GSH regulation.","Free radical research",NA,NA
"92","29405001","Mapping of Protein Interfaces in Live Cells Using Genetically Encoded Crosslinkers.","Understanding the topology of protein-protein interactions is a matter of fundamental importance in the biomedical field. Biophysical approaches such as X-ray crystallography and nuclear magnetic resonance can investigate in detail only isolated protein complexes that are reconstituted in an artificial environment. Alternative methods are needed to investigate protein interactions in a physiological context, as well as to characterize protein complexes that elude the direct structural characterization. We describe here a general strategy to investigate protein interactions at the molecular level directly in the live mammalian cell, which is based on the genetic incorporation of photo- and chemical crosslinking noncanonical amino acids. First a photo-crosslinking amino acid is used to map putative interaction surfaces and determine which positions of a protein come into proximity of an associated partner. In a second step, the subset of residues that belong to the binding interface are substituted with a chemical crosslinker that reacts selectively with proximal cysteines strategically placed in the interaction partner. This allows determining inter-molecular spatial constraints that provide the basis for building accurate molecular models. In this chapter, we illustrate the detailed application of this experimental strategy to unravel the binding modus of the 40-mer neuropeptide hormone Urocortin1 to its class B G-protein coupled receptor, the corticotropin releasing factor receptor type 1. The approach is in principle applicable to any protein complex independent of protein type and size, employs established techniques of noncanonical amino acid mutagenesis, and is feasible in any molecular biology laboratory.","Methods in molecular biology (Clifton, N.J.)","1728",NA
"93","29404321","Logistic Regression of Ligands of Chemotaxis Receptors Offers Clues about Their Recognition by Bacteria.","","Frontiers in bioengineering and biotechnology","5",NA
"94","29403384",NA,"","Frontiers in pharmacology","9",NA
"95","29403029","Mrgprs on vagal sensory neurons contribute to bronchoconstriction and airway hyper-responsiveness.","Asthma, accompanied by lung inflammation, bronchoconstriction and airway hyper-responsiveness, is a significant public health burden. Here we report that Mas-related G protein-coupled receptors (Mrgprs) are expressed in a subset of vagal sensory neurons innervating the airway and mediates cholinergic bronchoconstriction and airway hyper-responsiveness. These findings provide insights into the neural mechanisms underlying the pathogenesis of asthma.","Nature neuroscience",NA,NA
"96","29402888",NA,"","Nature communications","9","1"
"97","29402834","Endothelial GPR124 Exaggerates the Pathogenesis of Atherosclerosis by Activating Inflammation.","AIMS: Endothelial cell dysfunction is the principal pathological process underlying atherosclerotic cardiovascular disease. G protein-coupled receptor 124 (GPR124), an orphan receptor in the adhesion GPCR subfamily, promotes angiogenesis in the brain. In the present study, we explored the role of endothelial GPR124 in the development and progression of atherosclerosis in adult mice.METHODS: Using tetracycline-inducible transgenic systems, we generated mice expressing GPR124 specifically under control of the Tie-2 promoter. The animal model of atherosclerosis was constructed by intravenously injecting AAV-PCSK9DY into tetracycline-regulated mice and feeding the mice a high-fat diet for 16 consecutive weeks. Biochemical analysis and immunohistochemistry methods were used to address the role and mechanism of GPR124 in the pathological process of atherosclerosis.RESULTS: Higher TC (total cholesterol) and LDL-C (low density lipoprotein cholesterol) levels in serum and greater lipid deposition in the aortic sinus were found in atherosclerotic mice with GPR124 overexpression, coincident with the elevated proliferation of smooth muscle cells. We observed an elevation of ONOO- in the aortic sinus in this model by using immunofluorescence, and the experiments showed that the specific overexpression of GPR124 in the endothelium induced the up-regulation of CD68, NLRP3 and caspase-1 levels in the aortic sinus.CONCLUSION: The above results indicate that manipulating GPR124 in the endothelium may contribute to delayed pathological progression of atherosclerosis.","Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology","45","2"
