"","PubmedID","Title","Abstract","Journal","Volume","Issue"
"95","29438693","Cellular Pliancy and the Multistep Process of Tumorigenesis.","Completion of early stages of tumorigenesis relies on the dynamic interplay between the initiating oncogenic event and the cellular context. Here, we review recent findings indicating that each differentiation stage within a defined cellular lineage is associated with a unique susceptibility to malignant transformation when subjected to a specific oncogenic insult. This emerging notion, named cellular pliancy, provides a rationale for the short delay in the development of pediatric cancers of prenatal origin. It also highlights the critical role of cellular reprogramming in early steps of malignant transformation of adult differentiated cells and its impact on the natural history of tumorigenesis.","Cancer cell","33","2"
"96","29438692","An Epigenetic Switch: From Senescent Melanocytes to Malignant Melanoma (and Back).","Oncogene-induced senescence is an important barrier during melanomagenesis. In this issue of Cancer Cell, Yu et al. show how elevated expression of structurally unrelated H3K9 demethylases disables senescence and constitutes a liability that can be exploited to restore senescence in melanoma by pharmacological inhibition of these epigenetic regulators.","Cancer cell","33","2"
"97","29438691","HIPPO Stampede in Nerve Sheath Tumors.","Current therapies for malignant peripheral nerve sheath tumors (MPNSTs) are ineffective. The study by Wu et al. in this issue of Cancer Cell provides evidence that the HIPPO pathway is overactive in human MPNSTs and that combined modulation of LATS1/2-YAP/TAZ and PDGFR signaling in Schwann cells reduces MPNST growth.","Cancer cell","33","2"
"98","29438690","c-Raf in KRas Mutant Cancers: A Moving Target.","","Cancer cell","33","2"
"99","29438689","Glycans Pave the Way for Immunotherapy in Triple-Negative Breast Cancer.","The clinical efficacy of therapies targeting the PD-1/PD-L1 pathway is still limited. In this issue of Cancer Cell, Li and colleagues identify a PD-L1 glycosylation-based mechanism in triple-negative breast cancer that fosters immunosuppression by enhancing interactions with PD-1. Targeting glycosylated PD-L1 with a drug-conjugated antibody opens new avenues for treatment.","Cancer cell","33","2"
"100","29438688","Neomorphic ERa Mutations Drive Progression in Breast Cancer and Present a Challenge for New Drug Discovery.","In this issue of Cancer Cell, Jeselsohn et al. dissect the function of several of the most clinically important estrogen receptor alpha mutants associated with endocrine therapy resistance in breast cancer and demonstrate that they manifest disease-relevant neomorphic activities that likely contribute to tumor pathogenesis.","Cancer cell","33","2"
"101","29438677","Autophagy Inducers in Cancer.","Autophagy is a complex, physiological process devoted to degrade and recycle cellular components. Proteins and organelles are first phagocytized by autophagosomes, then digested in lysosomes, and finally recycled to be utilized again during cellular metabolism. Moreover, autophagy holds an important role in the physiopathology of several diseases. In cancer, excellent works demonstrated the dual functions of autophagy in tumor biology: autophagy activation can promote cancer cells survival (protective autophagy), or contribute to cancer cell death (cytotoxic/nonprotective autophagy). A better understanding of the dichotomy roles of autophagy in cancer biology can help to identify or design new drugs able to induce/enhance (or block) autophagic flux. These features will necessary be tissue-dependent and confined to a specific time of treatment. The intent of this review is to focus on the different potentialities of autophagy inducers in cancer prevention versus therapy in order to elicit a desirable clinical response. Few promising synthetic and natural compounds have been identified and the pros and cons of their role in autophagy regulation is reviewed here. In the complex framework of autophagy modulation, &quot;connecting the dots&quot; is not a simple work and the lack of clinical studies further complicates the scenario, but the final goal to obtain clinically relevant autophagy inducers can reveal an unexpected landscape.","Biochemical pharmacology",NA,NA
"102","29438676","Stress-induced cellular responses in immunogenic cell death: implications for cancer immunotherapy.","Cancer is evading the host's defense mechanisms leading to avoidance of immune destruction. During tumor progression, immune-evading cancer cells arise due to selective pressure from the hypoxic and nutrient-deprived microenvironment. Thus, therapies aiming at re-establishing immune destruction of pathological cells constitute innovating anti-cancer strategies. Accumulating evidence suggests that selected conventional chemotherapeutic drugs increase the immunogenicity of stressed and dying cancer cells by triggering a form of cell death called immunogenic cell death (ICD), which is characterized by the release of danger-associated molecular patterns (DAMPs). In this review, we summarize the effects of ICD inducers on DAMP signaling leading to adjuvanticity and antigenicity. We will discuss the associated stress response pathways that cause the release of DAMPs leading to improved immune recognition and their relevance in cancer immunotherapy. Our aim is to highlight the contribution of adaptive immunity to the long-term clinical benefits of anticancer treatments and the properties of immune memory that can protect cancer patients against relapse.","Biochemical pharmacology",NA,NA
"103","29438650","Updated evidence-based clinical practice guidelines for the diagnosis and management of melanoma: definitive excision margins for primary cutaneous melanoma.","INTRODUCTION: Definitive management of primary cutaneous melanoma consists of surgical excision of the melanoma with the aim of curing the patient. The melanoma is widely excised together with a safety margin of surrounding skin and subcutaneous tissue, after the diagnosis and Breslow thickness have been established by histological assessment of the initial excision biopsy specimen. Sentinel lymph node biopsy should be discussed for melanomas = 1 mm thickness (= 0.8 mm if other high risk features) in which case lymphoscintigraphy must be performed before wider excision of the primary melanoma site. The 2008 evidence-based clinical practice guidelines for the management of melanoma (http://www.cancer.org.au/content/pdf/HealthProfessionals/ClinicalGuidelines/ClinicalPracticeGuidelines-ManagementofMelanoma.pdf) are currently being revised and updated in a staged process by a multidisciplinary working party established by Cancer Council Australia. The guidelines for definitive excision margins for primary melanomas have been revised as part of this process. Main recommendations: The recommendations for definitive wide local excision of primary cutaneous melanoma are: melanoma in situ: 5-10 mm margins invasive melanoma (pT1) = 1.0 mm thick: 1 cm margins invasive melanoma (pT2) 1.01-2.00 mm thick: 1-2 cm margins invasive melanoma (pT3) 2.01-4.00 mm thick: 1-2 cm margins invasive melanoma (pT4) &gt; 4.0 mm thick: 2 cm margins Changes in management as a result of the guideline: Based on currently available evidence, excision margins for invasive melanoma have been left unchanged compared with the 2008 guidelines. However, melanoma in situ should be excised with 5-10 mm margins, with the aim of achieving complete histological clearance. Minimum clearances from all margins should be assessed and stated. Consideration should be given to further excision if necessary; positive or close histological margins are unacceptable.","The Medical journal of Australia","208","3"
"104","29438648","Managing menopausal symptoms after cancer: an evidence-based approach for primary care.","Impaired ovarian function and menopausal symptoms are common after cancer treatment. Menopausal symptoms often occur at an earlier age in women with cancer, and may be more severe than in natural menopause; they may be the most persistent and troubling sequelae of cancer. A third of female patients with cancer report dissatisfaction with the quality and length of physician-patient discussions about reproductive health, including menopause. Systemic menopausal hormone therapy is the most effective treatment for menopausal symptoms, but it is not suitable for all patients after cancer - where it is unsuitable, alternative effective non-hormonal treatments are available. Effective pharmacological agents available to treat vasomotor symptoms include selective serotonin reuptake inhibitors, serotonin-noradrenaline reuptake inhibitors, clonidine and gabapentin. There is increasing evidence supporting cognitive behavioural therapy for the treatment of vasomotor symptoms, in self-help or group settings. Vaginal atrophy can be treated with vaginal (topical) oestrogen with minimal systemic absorption; topical vaginal lubricants may help with vaginal dryness and dyspareunia, with some evidence suggesting that silicone-based products may be more effective than water-based ones. Bone health may be impaired in post-menopausal women with cancer or in cancer survivors, particularly in women with treatment-related menopause or in women receiving anti-oestrogen therapies; this should be managed in addition to menopausal symptoms. Primary care physicians should be aware of the troublesome and ongoing nature of menopausal symptoms after cancer, should discuss them with all patients after cancer treatment, and should consider treatment or referral to a specialist for appropriate management.","The Medical journal of Australia","208","3"
"105","29438624","Lessons from Cancer: Subcellular Drug Targeting of Mitochondrial Hsp90 in Pulmonary Arterial Hypertension.","","American journal of respiratory and critical care medicine",NA,NA
"106","29438610","Compact Plasmonic Blackbody for Cancer Theranosis in Near-Infrared II Window.","We have developed a class of blackbody materials, i.e., hyperbranched Au plasmonic blackbody (AuPB) of compact sizes (&lt; 50 nm). The AuPB was prepared in a seedless and surfactant-free approach based on the use of mussel-inspired dopamine. Strong intraparticle plasmonic coupling among branches in close proximity leads to intense and uniform broadband absorption across 400-1350 nm. The blackbody absorption imparts the compact AuPB with a superior photothermal efficiency of &gt;80% and closely matched photothermal activity in the first near-infrared (NIR-I) and the second near-infrared (NIR-II) spectral windows, making it a rare broadband theranostic probe for integrated photoacoustic imaging and photothermal therapy (PTT). Our comparative study, using the same probe, has demonstrated that the improved PTT outcome of NIR-II than NIR-I primarily results mainly from its higher maximum permission exposure (MPE) rather than the deeper tissue penetration favored by longer wavelengths. The compact plasmonic broadband nano-absorbers with tailored surface properties hold potentials for a wide spectrum of light-mediated applications.","ACS nano",NA,NA
"107","29438592","Are all gonadotropin-releasing hormone agonists equivalent for the treatment of prostate cancer? A systematic review.","OBJECTIVES: To review comparative studies of the gonadotropin-releasing hormone (GnRH) agonists goserelin, triptorelin, and leuprorelin for the treatment of prostate cancer, and identify whether there are meaningful clinical differences between these agents.METHODS: In June 2017, the following searches were performed independently by two reviewers in PubMed: (i) 'prostate cancer' and 'triptorelin' and 'leuprorelin', (ii) 'prostate cancer' and 'triptorelin' and 'goserelin', and (iii) 'prostate cancer' and 'goserelin' and 'leuprorelin', without time restriction. Duplicates were deleted. Relevant conference abstracts were also screened.RESULTS: A total of 16 head-to-head trials were identified: 12 reported on efficacy outcomes, four on safety/tolerability, and five on the convenience of administration/user perceptions. These studies are restricted in terms of patient numbers, formulations assessed, and endpoints measured; none have been adequately powered for survival outcome measures. Studies reporting on efficacy endpoints do not show major differences in the ability of these GnRH agonists to reduce levels of testosterone or prostate-specific antigen. Some studies suggest differences in short- or long-term testosterone control, the rate of injection site adverse events, and patient/healthcare professional perceptions, but definitive conclusions cannot be drawn from the existing evidence.CONCLUSION: Few head-to-head comparative trials of GnRH agonists have been conducted. While GnRH agonists provide a similar castration effect, there is not enough evidence to show that GnRH agonists are equivalent. This article is protected by copyright. All rights reserved.","BJU international",NA,NA
"108","29438586","Progression and treatment rates using an active surveillance protocol incorporating image guided baseline biopsies and multi-parametric MRI monitoring for men with favourable risk prostate cancer.","OBJECTIVE: To assess early outcomes since the introduction of an active surveillance (AS) protocol incorporating mpMRI guided baseline biopsies and image based surveillance.PATIENTS AND METHODS: A new AS protocol mandating image-guided baseline biopsies, annual mpMRI and 3 monthly PSA but which retained protocol re-biopsies was tested. Pathological progression, treatment conversion and triggers for non-protocol biopsy were recorded prospectively.RESULTS: Data from 157 men enrolled on this protocol (median: age 64years, PSA 6.8ng/ml, follow-up 39 months) was interrogated. 12 men (7.6%) left AS through patient choice. Of the 145 men who remained, 104 had re-biopsies either triggered by a PSA rise, MRI change or by protocol. Overall 23 men (15.8%) demonstrated disease progression; 20 from pathological changes and 3 from imaging changes. 17/23 of these switched to treatment giving a conversion rate of 11.7% (&lt;4% per year). Of the 20 men with pathological progression 20% were detected from a PSA increase triggering a re-biopsy compared to 50% due to an mpMRI change. 30% however were detected solely from a protocol re-biopsy without prior PSA or MRI changes. Using PSA and MRI changes alone to detect progression demonstrated a sensitivity and specificity of 70.0% and 81.7% respectively.CONCLUSION: An AS protocol with thorough baseline assessment and imaging based surveillance shows low rates of progression and treatment conversion. mpMRI changes were the principle trigger in detecting progression by imaging alone or pathologically. Protocol re-biopsy however still detected a significant number of pathological progressions without mpMRI or PSA changes. This article is protected by copyright. All rights reserved.","BJU international",NA,NA
"109","29438580","Drug Self-delivery Systems based on Hyperbranched Polyprodrugs towards Tumor Therapy.","In this contribution, we developed amphiphilic hyperbranched polyprodrugs (DOX-S-S-PEG) with drug repeat units in hydrophobic core linked by disulfide bonds as drug self-delivery systems for cancer therapy. The amphiphilic micelles from DOX-S-S-PEG can be disrupted under glutathione (1mg mL-1) circumstance. Cell viability of A549 cells and 293T cells was evaluated by CCK-8 and Muse Annexin V &amp; Dead Cell Kit. The disrupted polyprodrugs maintained drug activity for killing tumor cells. Meanwhile, the un-disrupted polyprodrugs possessed low cytotoxicity to normal cells. The cell uptake experiments showed that the micelles of DOX-S-S-PEG were taken up by A549 cells and distributed to cell nuclei. Thus, the drug self-delivery systems with drug repeat units in hydrophobic cores linked by disulfide bonds show significant special advantages, which make them as perfect drug self-delivery systems for potential high efficient cancer therapy.","Chemistry, an Asian journal",NA,NA
"110","29438559","Oxidative stress increases M1dG, a major peroxidation-derived DNA adduct, in mitochondrial DNA.","Reactive oxygen species (ROS) are formed in mitochondria during electron transport and energy generation. Elevated levels of ROS lead to increased amounts of mitochondrial DNA (mtDNA) damage. We report that levels of M1dG, a major endogenous peroxidation-derived DNA adduct, are 50-100-fold higher in mtDNA than in nuclear DNA in several different human cell lines. Treatment of cells with agents that either increase or decrease mitochondrial superoxide levels leads to increased or decreased levels of M1dG in mtDNA, respectively. Sequence analysis of adducted mtDNA suggests that M1dG residues are randomly distributed throughout the mitochondrial genome. Basal levels of M1dG in mtDNA from pulmonary microvascular endothelial cells (PMVECs) from transgenic bone morphogenetic protein receptor 2 mutant mice (BMPR2R899X) (four adducts per 106 dG) are twice as high as adduct levels in wild-type cells. A similar increase was observed in mtDNA from heterozygous null (BMPR2+/-) compared to wild-type PMVECs. Pulmonary arterial hypertension is observed in the presence of BMPR2 signaling disruptions, which are also associated with mitochondrial dysfunction and oxidant injury to endothelial tissue. Persistence of M1dG adducts in mtDNA could have implications for mutagenesis and mitochondrial gene expression, thereby contributing to the role of mitochondrial dysfunction in diseases.","Nucleic acids research",NA,NA
"111","29438522","RAS mutation analysis in circulating tumor DNA from patients with metastatic colorectal cancer: the AGEO RASANC prospective multicenter study.","RAS mutations are currently sought for in tumor samples, which takes a median of almost 3 weeks in western European countries. This creates problems in clinical situations that require urgent treatment and for inclusion in therapeutic trials that need RAS status for randomization. Analysis of circulating tumor DNA might help to shorten the time required to determine RAS mutational status prior to anti-EGFR antibody therapy for metastatic colorectal cancer. Here we compared plasma versus tissue RAS analysis in a large prospective multicenter cohort.</AbstractText>: RAS mutations are currently sought for in tumor samples, which takes a median of almost 3 weeks in western European countries. This creates problems in clinical situations that require urgent treatment and for inclusion in therapeutic trials that need RAS status for randomization. Analysis of circulating tumor DNA might help to shorten the time required to determine RAS mutational status prior to anti-EGFR antibody therapy for metastatic colorectal cancer. Here we compared plasma versus tissue RAS analysis in a large prospective multicenter cohort.Plasma samples were collected prospectively from chemotherapy-naive patients and analyzed centrally by next-generation sequencing (NGS) with the colon lung cancer V2 Ampliseq panel and by methylation digital polymerase chain reaction (WIF1 and NPY genes). Tumoral RAS status was determined locally, in parallel, according to routine practice. For a minimal kappa coefficient of 0.7, reflecting acceptable concordance (precision ± 0.07), with an estimated 5% of non-exploitable data, 425 subjects were necessary.</AbstractText>: Plasma samples were collected prospectively from chemotherapy-naive patients and analyzed centrally by next-generation sequencing (NGS) with the colon lung cancer V2 Ampliseq panel and by methylation digital polymerase chain reaction (WIF1 and NPY genes). Tumoral RAS status was determined locally, in parallel, according to routine practice. For a minimal kappa coefficient of 0.7, reflecting acceptable concordance (precision ± 0.07), with an estimated 5% of non-exploitable data, 425 subjects were necessary.From 07/2015 to 12/2016, 425 patients were enrolled. For the 412 patients with available paired plasma and tumor samples, the kappa coefficient was 0.71 [95% CI: 0.64-0.77] and accuracy was 85.2% [95% CI: 81.4-88.5]. In the 329 patients with detectable ctDNA (at least one mutation or one methylated biomarker), the kappa coefficient was 0.89 [95% CI: 0.84-0.94] and accuracy was 94.8% [95% CI: 91.9-97.0]. The absence of liver metastases was the main clinical factor associated with inconclusive circulating tumor DNA results (odds ratio = 0.11 [95% CI: 0.06-0.21]). In patients with liver metastases, accuracy was 93.5% with NGS alone and 97% with NGS plus the methylated biomarkers.</AbstractText>: From 07/2015 to 12/2016, 425 patients were enrolled. For the 412 patients with available paired plasma and tumor samples, the kappa coefficient was 0.71 [95% CI: 0.64-0.77] and accuracy was 85.2% [95% CI: 81.4-88.5]. In the 329 patients with detectable ctDNA (at least one mutation or one methylated biomarker), the kappa coefficient was 0.89 [95% CI: 0.84-0.94] and accuracy was 94.8% [95% CI: 91.9-97.0]. The absence of liver metastases was the main clinical factor associated with inconclusive circulating tumor DNA results (odds ratio = 0.11 [95% CI: 0.06-0.21]). In patients with liver metastases, accuracy was 93.5% with NGS alone and 97% with NGS plus the methylated biomarkers.This prospective trial demonstrates excellent concordance between RAS status in plasma and tumor tissue from patients with colorectal cancer and liver metastases, thus validating plasma testing for routine RAS mutation analysis in these patients.</AbstractText>: This prospective trial demonstrates excellent concordance between RAS status in plasma and tumor tissue from patients with colorectal cancer and liver metastases, thus validating plasma testing for routine RAS mutation analysis in these patients.Clinicaltrials.gov, NCT02502656.</AbstractText>: Clinicaltrials.gov, NCT02502656.","Annals of oncology : official journal of the European Society for Medical Oncology",NA,NA
"112","29438510","Diagnostic Accuracy of 2-Hydroxyglutarate Magnetic Resonance Spectroscopy in Newly-Diagnosed Brain Mass and Suspected Recurrent Gliomas.","Isocitrate dehydrogenase (IDH) mutations result in abnormal accumulation of 2-hydroxyglutarate (2HG) in gliomas that can be detected by MRS. We examined the diagnostic accuracy of 2HG single-voxel spectroscopy (SVS) and chemical shift imaging (CSI) in both newly-diagnosed and post-treatment settings.</AbstractText>: Isocitrate dehydrogenase (IDH) mutations result in abnormal accumulation of 2-hydroxyglutarate (2HG) in gliomas that can be detected by MRS. We examined the diagnostic accuracy of 2HG single-voxel spectroscopy (SVS) and chemical shift imaging (CSI) in both newly-diagnosed and post-treatment settings.Long-TE (97 ms) SVS and CSI were acquired in 85 subjects, including a discovery cohort of 39 patients who had postoperative residual or recurrent glioma with confirmed IDH-mutation status and 6 normal volunteers, a prospective preoperative validation cohort of 24 patients with newly-diagnosed brain mass, and a prospective recurrent-lesion validation cohort of 16 previously-treated IDH-mutant glioma patients with suspected tumor recurrence. The optimal thresholds for both methods in diagnosing IDH status were determined by receiver operating characteristic analysis in the discovery cohort, and then applied to the two validation cohorts to assess the diagnostic performance.</AbstractText>: Long-TE (97 ms) SVS and CSI were acquired in 85 subjects, including a discovery cohort of 39 patients who had postoperative residual or recurrent glioma with confirmed IDH-mutation status and 6 normal volunteers, a prospective preoperative validation cohort of 24 patients with newly-diagnosed brain mass, and a prospective recurrent-lesion validation cohort of 16 previously-treated IDH-mutant glioma patients with suspected tumor recurrence. The optimal thresholds for both methods in diagnosing IDH status were determined by receiver operating characteristic analysis in the discovery cohort, and then applied to the two validation cohorts to assess the diagnostic performance.The optimal 2HG/Cr thresholds of SVS and 75th percentile CSI for IDH mutations were 0.11 and 0.23, respectively. When applied to the validation sets, the sensitivity, specificity and accuracy in distinguishing IDH-mutant gliomas in the preoperative cohort were 85.71%, 100.00% and 94.12% for SVS, and 100.00%, 69.23% and 81.82% for CSI, respectively. In the recurrent-lesion cohort, the sensitivity, specificity and accuracy for discriminating IDH-positive recurrent gliomas were 40.00%, 62.50% and 53.85% for SVS, and 66.67%, 100.00% and 86.67% for CSI, respectively.</AbstractText>: The optimal 2HG/Cr thresholds of SVS and 75th percentile CSI for IDH mutations were 0.11 and 0.23, respectively. When applied to the validation sets, the sensitivity, specificity and accuracy in distinguishing IDH-mutant gliomas in the preoperative cohort were 85.71%, 100.00% and 94.12% for SVS, and 100.00%, 69.23% and 81.82% for CSI, respectively. In the recurrent-lesion cohort, the sensitivity, specificity and accuracy for discriminating IDH-positive recurrent gliomas were 40.00%, 62.50% and 53.85% for SVS, and 66.67%, 100.00% and 86.67% for CSI, respectively.2HG MRS provides diagnostic utility for IDH-mutant gliomas both preoperatively and at time of suspected tumor recurrence. SVS has a better diagnostic performance for untreated IDH-mutant gliomas, whereas CSI demonstrates greater performance in identifying recurrent tumors.</AbstractText>: 2HG MRS provides diagnostic utility for IDH-mutant gliomas both preoperatively and at time of suspected tumor recurrence. SVS has a better diagnostic performance for untreated IDH-mutant gliomas, whereas CSI demonstrates greater performance in identifying recurrent tumors.","Neuro-oncology",NA,NA
"113","29438494","Artificial intelligence in drug combination therapy.","Currently, the development of medicines for complex diseases requires the development of combination drug therapies. It is necessary because in many cases, one drug cannot target all necessary points of intervention. For example, in cancer therapy, a physician often meets a patient having a genomic profile including more than five molecular aberrations. Drug combination therapy has been an area of interest for a while, for example the classical work of Loewe devoted to the synergism of drugs was published in 1928-and it is still used in calculations for optimal drug combinations. More recently, over the past several years, there has been an explosion in the available information related to the properties of drugs and the biomedical parameters of patients. For the drugs, hundreds of 2D and 3D molecular descriptors for medicines are now available, while for patients, large data sets related to genetic/proteomic and metabolomics profiles of the patients are now available, as well as the more traditional data relating to the histology, history of treatments, pretreatment state of the organism, etc. Moreover, during disease progression, the genetic profile can change. Thus, the ability to optimize drug combinations for each patient is rapidly moving beyond the comprehension and capabilities of an individual physician. This is the reason, that biomedical informatics methods have been developed and one of the more promising directions in this field is the application of artificial intelligence (AI). In this review, we discuss several AI methods that have been successfully implemented in several instances of combination drug therapy from HIV, hypertension, infectious diseases to cancer. The data clearly show that the combination of rule-based expert systems with machine learning algorithms may be promising direction in this field.","Briefings in bioinformatics",NA,NA
"114","29438479","Novel Tn916-like elements confer aminoglycoside/macrolide co-resistance in clinical isolates of Streptococcus gallolyticus ssp. gallolyticus.","Streptococcus gallolyticus ssp. gallolyticus (Sgg) is a commensal bacterium and an opportunistic pathogen. In humans it has been clinically associated with the incidence of colorectal cancer (CRC) and epidemiologically recognized as an emerging cause of infective endocarditis (IE). The standard therapy of Sgg includes the administration of a penicillin in combination with an aminoglycoside. Even though penicillin-resistant isolates have still not been reported, epidemiological studies have shown that this microbe is a reservoir of multiple acquired genes, conferring resistance to tetracyclines, aminoglycosides, macrolides and glycopeptides. However, the underlying antibiotic resistance mobilome of Sgg remains poorly understood.</AbstractText>: Streptococcus gallolyticus ssp. gallolyticus (Sgg) is a commensal bacterium and an opportunistic pathogen. In humans it has been clinically associated with the incidence of colorectal cancer (CRC) and epidemiologically recognized as an emerging cause of infective endocarditis (IE). The standard therapy of Sgg includes the administration of a penicillin in combination with an aminoglycoside. Even though penicillin-resistant isolates have still not been reported, epidemiological studies have shown that this microbe is a reservoir of multiple acquired genes, conferring resistance to tetracyclines, aminoglycosides, macrolides and glycopeptides. However, the underlying antibiotic resistance mobilome of Sgg remains poorly understood.To investigate the mobile genetic basis of antibiotic resistance in multiresistant clinical Sgg.</AbstractText>: To investigate the mobile genetic basis of antibiotic resistance in multiresistant clinical Sgg.Isolate NTS31106099 was recovered from a patient with IE and CRC at Nantes University Hospital, France and studied by Illumina WGS and comparative genomics. Molecular epidemiology of the identified mobile element(s) was performed using antibiotic susceptibility testing (AST), PCR, PFGE and WGS. Mobility was investigated by PCR and filter mating.</AbstractText>: Isolate NTS31106099 was recovered from a patient with IE and CRC at Nantes University Hospital, France and studied by Illumina WGS and comparative genomics. Molecular epidemiology of the identified mobile element(s) was performed using antibiotic susceptibility testing (AST), PCR, PFGE and WGS. Mobility was investigated by PCR and filter mating.Two novel conjugative transposons, Tn6263 and Tn6331, confer aminoglycoside/macrolide co-resistance in clinical Sgg. They display classical family Tn916/Tn1545 modular architecture and harbour an aph(3')-III<U+2192>sat4<U+2192>ant(6)-Ia<U+2192>erm(B) multiresistance gene cluster, related to pRE25 of Enterococcus faecium. These and/or closely related elements are highly prevalent among genetically heterogeneous clinical isolates of Sgg.</AbstractText>: Two novel conjugative transposons, Tn6263 and Tn6331, confer aminoglycoside/macrolide co-resistance in clinical Sgg. They display classical family Tn916/Tn1545 modular architecture and harbour an aph(3')-III<U+2192>sat4<U+2192>ant(6)-Ia<U+2192>erm(B) multiresistance gene cluster, related to pRE25 of Enterococcus faecium. These and/or closely related elements are highly prevalent among genetically heterogeneous clinical isolates of Sgg.Previously unknown Tn916-like mobile genetic elements conferring aminoglycoside/macrolide co-resistance make Sgg, collectively with other gut Firmicutes such as enterococci and eubacteria, a potential laterally active reservoir of these antibiotic resistance determinants among the mammalian gastrointestinal microbiota.</AbstractText>: Previously unknown Tn916-like mobile genetic elements conferring aminoglycoside/macrolide co-resistance make Sgg, collectively with other gut Firmicutes such as enterococci and eubacteria, a potential laterally active reservoir of these antibiotic resistance determinants among the mammalian gastrointestinal microbiota.","The Journal of antimicrobial chemotherapy",NA,NA
"115","29438475","Detecting Infections Rapidly and Easily for Candidemia Trial, Part 2 (DIRECT2): A Prospective, Multicenter Study of the T2Candida Panel.","Blood cultures are approximately 50% sensitive for diagnosing invasive candidiasis. The T2Candida nanodiagnostic panel uses T2 magnetic resonance and a dedicated instrument to detect Candida directly within whole blood samples.</AbstractText>: Blood cultures are approximately 50% sensitive for diagnosing invasive candidiasis. The T2Candida nanodiagnostic panel uses T2 magnetic resonance and a dedicated instrument to detect Candida directly within whole blood samples.Patients with Candida albicans, Candida glabrata, Candida parapsilosis, Candida tropicalis, or Candida krusei candidemia were identified at 14 centers using diagnostic blood cultures (dBCs). Follow-up blood samples were collected concurrently for testing by T2Candida and companion cultures (cBCs). T2Candida results are reported qualitatively for C. albicans/C. tropicalis, C. glabrata/C. krusei, and C. parapsilosis. T2Candida and cBCs were positive if they detected a species present in the dBC.</AbstractText>: Patients with Candida albicans, Candida glabrata, Candida parapsilosis, Candida tropicalis, or Candida krusei candidemia were identified at 14 centers using diagnostic blood cultures (dBCs). Follow-up blood samples were collected concurrently for testing by T2Candida and companion cultures (cBCs). T2Candida results are reported qualitatively for C. albicans/C. tropicalis, C. glabrata/C. krusei, and C. parapsilosis. T2Candida and cBCs were positive if they detected a species present in the dBC.Median time between collection of dBC and T2Candida/cBC samples in 152 patients was 55.5 hours (range, 16.4-148.4). T2Candida and cBCs were positive in 45% (69/152) and 24% (36/152) of patients, respectively (P &lt; .0001). T2Candida clinical sensitivity was 89%, as positive results were obtained in 32/36 patients with positive cBCs. Combined test results were both positive (T2+/cBC+), 21% (32/152); T2+/cBC-, 24% (37/152); T2-/cBC+, 3% (4/152); and T2-/cBC-, 52% (79/152). Prior antifungal therapy, neutropenia, and C. albicans candidemia were independently associated with T2Candida positivity and T2+/cBC- results (P values &lt; .05).</AbstractText>: Median time between collection of dBC and T2Candida/cBC samples in 152 patients was 55.5 hours (range, 16.4-148.4). T2Candida and cBCs were positive in 45% (69/152) and 24% (36/152) of patients, respectively (P &lt; .0001). T2Candida clinical sensitivity was 89%, as positive results were obtained in 32/36 patients with positive cBCs. Combined test results were both positive (T2+/cBC+), 21% (32/152); T2+/cBC-, 24% (37/152); T2-/cBC+, 3% (4/152); and T2-/cBC-, 52% (79/152). Prior antifungal therapy, neutropenia, and C. albicans candidemia were independently associated with T2Candida positivity and T2+/cBC- results (P values &lt; .05).T2Candida was sensitive for diagnosing candidemia at the time of positive blood cultures. In patients receiving antifungal therapy, T2Candida identified bloodstream infections that were missed by cBCs. T2Candida may improve care by shortening times to Candida detection and species identification compared to blood cultures, retaining sensitivity during antifungal therapy and rendering active candidemia unlikely if results are negative.</AbstractText>: T2Candida was sensitive for diagnosing candidemia at the time of positive blood cultures. In patients receiving antifungal therapy, T2Candida identified bloodstream infections that were missed by cBCs. T2Candida may improve care by shortening times to Candida detection and species identification compared to blood cultures, retaining sensitivity during antifungal therapy and rendering active candidemia unlikely if results are negative.NCT01525095.</AbstractText>: NCT01525095.","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America",NA,NA
